server_id,server_name,server_url,server_protocol,server_status,server_description,tool_name,tool_description,tool_tags,tool_input_schema
d43aa0997787d27a,ChemTools,http://10.32.11.22:7332/mcp,http,active,Chemistry tools for scientific calculations,fetch_activity_data,"Unified data retrieval tool for biochemical databases.

Fetches protein-ligand interaction or activity data from BindingDB or ChEMBL.
Saves results to the given CSV file path.

Args:
    source (str): Data source (""bindingdb"" or ""chembl"").
    protein_name (str): Target protein name.
    output_path (str): Full path to the output CSV file.
    protein_id (str, optional): Target protein id. If passed, protein_name is ignored.
    affinity_type (str, optional): Type of affinity (Ki, Kd, IC50). Defaults to ""IC50"".
    cutoff (int, optional): Optional threshold (nM) for BindingDB. Defaults to 10000.

Returns:
    str: On success, path to the saved file and dataset info. On failure, error message.",,"{""additionalProperties"": false, ""properties"": {""source"": {""type"": ""string""}, ""protein_name"": {""type"": ""string""}, ""output_path"": {""description"": ""Full path to the output CSV file"", ""type"": ""string""}, ""protein_id"": {""anyOf"": [{""type"": ""string""}, {""type"": ""null""}], ""default"": null}, ""affinity_type"": {""default"": ""IC50"", ""type"": ""string""}, ""cutoff"": {""default"": 10000, ""type"": ""integer""}}, ""required"": [""source"", ""protein_name"", ""output_path""], ""type"": ""object""}"
d43aa0997787d27a,ChemTools,http://10.32.11.22:7332/mcp,http,active,Chemistry tools for scientific calculations,name2smiles,"Convert a molecule name to its SMILES representation.

This method attempts to retrieve the SMILES string for a given molecule name using a chemical database. It handles potential errors during the retrieval process and provides informative messages if the conversion fails.

Args:
    mol (str): The name of the molecule to convert.

Returns:
    str: The SMILES string representation of the molecule if successful, 
         an error message if the conversion fails after multiple attempts,
         or a ""couldn't obtain smiles"" message if the name is invalid.",,"{""additionalProperties"": false, ""properties"": {""mol"": {""description"": ""Name of a molecule"", ""type"": ""string""}}, ""required"": [""mol""], ""type"": ""object""}"
d43aa0997787d27a,ChemTools,http://10.32.11.22:7332/mcp,http,active,Chemistry tools for scientific calculations,smiles2name,"Converts a SMILES string representing a molecule into its IUPAC name.

Args:
    smiles (str): The SMILES string of the molecule.

Returns:
    str: The IUPAC name of the molecule, or an error message if the conversion fails.",,"{""additionalProperties"": false, ""properties"": {""smiles"": {""description"": ""SMILES of a molecule"", ""type"": ""string""}}, ""required"": [""smiles""], ""type"": ""object""}"
d43aa0997787d27a,ChemTools,http://10.32.11.22:7332/mcp,http,active,Chemistry tools for scientific calculations,smiles2prop,"Calculate molecular properties from a SMILES string or IUPAC name.

Args:
    smiles (str): The SMILES string of the molecule.
    iupac (str, optional): The IUPAC name of the molecule. If provided, the SMILES string will be derived from it. Defaults to None.

Returns:
    CalcMolDescriptors: An object containing calculated molecular properties. 
                         Returns an error message as a string if the calculation fails.",,"{""additionalProperties"": false, ""properties"": {""smiles"": {""description"": ""SMILES of a molecule"", ""type"": ""string""}, ""iupac"": {""anyOf"": [{""type"": ""string""}, {""type"": ""null""}], ""default"": null}}, ""required"": [""smiles""], ""type"": ""object""}"
d43aa0997787d27a,ChemTools,http://10.32.11.22:7332/mcp,http,active,Chemistry tools for scientific calculations,visualize_molecule,"Visualizes a molecule from its SMILES representation and saves the 3D structure as an HTML file.

Args:
    smiles (str): The SMILES string representing the molecule to visualize.
    save_path (str): Path to the output HTML file or directory (saves vis.html in that case).

Returns:
    str: On success, returns the absolute path to the saved file. On failure, returns an error message.",,"{""additionalProperties"": false, ""properties"": {""smiles"": {""description"": ""SMILES of a molecule"", ""type"": ""string""}, ""save_path"": {""description"": ""Full path to the output HTML file, or directory (then vis.html is used)"", ""type"": ""string""}}, ""required"": [""smiles"", ""save_path""], ""type"": ""object""}"
d43aa0997787d27a,ChemTools,http://10.32.11.22:7332/mcp,http,active,Chemistry tools for scientific calculations,extract_reactions,"Detects chemical reactions in images from the given directory using the `reactions_ocr` pipeline.

Args:
    images_directory (str): Path to directory containing image files.

Returns:
    dict: On success: dictionary from `reactions_ocr` (image filenames to reactants,
        conditions, products) and annotated images saved as <original_name>_annotated.jpg.
        On failure or no images: dict with an ""answer"" key and an explanatory message.",,"{""additionalProperties"": false, ""properties"": {""images_directory"": {""description"": ""Path to directory containing images (.jpg, .png, .jpeg)"", ""type"": ""string""}}, ""required"": [""images_directory""], ""type"": ""object""}"
d43aa0997787d27a,ChemTools,http://10.32.11.22:7332/mcp,http,active,Chemistry tools for scientific calculations,extract_molecules,"Detects molecular structures in images from the given directory and converts them to SMILES using the `molecules_ocr` pipeline.

Args:
    images_directory (str): Path to directory containing image files.

Returns:
    dict: On success: dictionary from `molecules_ocr` (image filenames to SMILES and errors),
        with annotated images saved as <original_name>_annotated.jpg. On failure or no images:
        dict with an ""answer"" key and an explanatory message.",,"{""additionalProperties"": false, ""properties"": {""images_directory"": {""description"": ""Path to directory containing images (.jpg, .png, .jpeg)"", ""type"": ""string""}}, ""required"": [""images_directory""], ""type"": ""object""}"
d43aa0997787d27a,ChemTools,http://10.32.11.22:7332/mcp,http,active,Chemistry tools for scientific calculations,calculate_docking,"Calculate docking score for a molecule and save the visualization to the given path.

Args:
    smiles (str): SMILES string of the molecule.
    pdb_id (str): ID of the PDB file containing the receptor structure.
    output_path (str): Full path for the output HTML file.

Returns:
    dict: answer (affinity, errors) and metadata (html_file path). On failure, metadata may be None.",,"{""additionalProperties"": false, ""properties"": {""smiles"": {""type"": ""string""}, ""pdb_id"": {""type"": ""string""}, ""output_path"": {""description"": ""Full path for the output HTML file with docking result"", ""type"": ""string""}}, ""required"": [""smiles"", ""pdb_id"", ""output_path""], ""type"": ""object""}"
d43aa0997787d27a,ChemTools,http://10.32.11.22:7332/mcp,http,active,Chemistry tools for scientific calculations,retrosynthesis_tree_search,"Plan a retrosynthesis route for a target molecule.

Use this when the user asks for possible synthetic routes or precursors
for a target SMILES. This calls the retrosynthesis service and returns
ASKCOS-like routes with steps, reactants, and scores.

Args:
    smiles (str): Target molecule SMILES.
    mode (str): Search depth/quality preset (""fast"", ""balanced"", ""deep"").

Returns:
    dict: Retrosynthesis result with target and routes.
    On failure returns a dict with an ""answer"" message.",,"{""additionalProperties"": false, ""properties"": {""smiles"": {""description"": ""Target molecule SMILES"", ""type"": ""string""}, ""mode"": {""default"": ""fast"", ""description"": ""One of: fast, balanced, deep"", ""type"": ""string""}}, ""required"": [""smiles""], ""type"": ""object""}"
d43aa0997787d27a,ChemTools,http://10.32.11.22:7332/mcp,http,active,Chemistry tools for scientific calculations,classify_reaction,"Classify reaction SMILES into reaction classes.

Use this when the user provides reaction SMILES and wants the reaction
type/class (e.g., named reactions or class labels). Returns ASKCOS-like
classification hits with ranks and confidence.

Args:
    smiles (List[str]): List of reaction SMILES to classify.
    num_results (int): Max classes per reaction (1..50).

Returns:
    dict: status_code/message/result list with classification hits.
    On failure returns a dict with an ""answer"" message.",,"{""additionalProperties"": false, ""properties"": {""smiles"": {""description"": ""List of reaction SMILES, e.g. ['A.B>>C']"", ""items"": {""type"": ""string""}, ""type"": ""array""}, ""num_results"": {""default"": 10, ""description"": ""Max classes per reaction (1..50)"", ""type"": ""integer""}}, ""required"": [""smiles""], ""type"": ""object""}"
d43aa0997787d27a,ChemTools,http://10.32.11.22:7332/mcp,http,active,Chemistry tools for scientific calculations,forward_predict,"Predict reaction products from reactants (forward synthesis).

Use this when the user provides reactants and wants predicted products.
You can specify backend/model_name and optional reagents/solvent strings.

Args:
    smiles (List[str]): Batch of reaction inputs (reactants).
    backend (str): Model backend (""wldn5"", ""graph2smiles"", ""augmented_transformer"").
    model_name (str): Model name for backend (default ""pistachio"").
    reagents (str): Reagents string.
    solvent (str): Solvent string.

Returns:
    dict: inputs/backend/model_name/predictions with product SMILES and scores.
    On failure returns a dict with an ""answer"" message.",,"{""additionalProperties"": false, ""properties"": {""smiles"": {""description"": ""Batch of reaction inputs (reactants)"", ""items"": {""type"": ""string""}, ""type"": ""array""}, ""backend"": {""description"": ""One of: wldn5, graph2smiles, augmented_transformer"", ""type"": ""string""}, ""retrosynthesis_model_name"": {""default"": ""pistachio"", ""description"": ""Model name for backend"", ""type"": ""string""}, ""reagents"": {""default"": """", ""description"": ""Reagents string"", ""type"": ""string""}, ""solvent"": {""default"": """", ""description"": ""Solvent string"", ""type"": ""string""}}, ""required"": [""smiles"", ""backend""], ""type"": ""object""}"
30500d11eb7d86df,vault,http://10.32.11.45:8000/mcp,http,active,,list_buckets,Lists all available buckets.,,"{""additionalProperties"": false, ""properties"": {}, ""type"": ""object""}"
30500d11eb7d86df,vault,http://10.32.11.45:8000/mcp,http,active,,create_bucket,Creates a new S3 bucket.,,"{""additionalProperties"": false, ""properties"": {""bucket"": {""type"": ""string""}}, ""required"": [""bucket""], ""type"": ""object""}"
30500d11eb7d86df,vault,http://10.32.11.45:8000/mcp,http,active,,get_upload_link,Gets a temporary URL to upload a file directly to the vault.,,"{""additionalProperties"": false, ""properties"": {""extension"": {""type"": ""string""}, ""custom_name"": {""anyOf"": [{""type"": ""string""}, {""type"": ""null""}], ""default"": null}, ""expires_in_seconds"": {""default"": 3600, ""type"": ""integer""}, ""bucket"": {""default"": ""agent-vault"", ""type"": ""string""}}, ""required"": [""extension""], ""type"": ""object""}"
30500d11eb7d86df,vault,http://10.32.11.45:8000/mcp,http,active,,get_artifact_link,Gets a secure HTTP link to read an artifact. Call this immediately before downloading.,,"{""additionalProperties"": false, ""properties"": {""access_key"": {""type"": ""string""}, ""expires_in_seconds"": {""default"": 3600, ""type"": ""integer""}, ""bucket"": {""default"": ""agent-vault"", ""type"": ""string""}}, ""required"": [""access_key""], ""type"": ""object""}"
30500d11eb7d86df,vault,http://10.32.11.45:8000/mcp,http,active,,list_artifacts,Lists all artifacts in the vault using S3 object listing.,,"{""additionalProperties"": false, ""properties"": {""bucket"": {""default"": ""agent-vault"", ""type"": ""string""}}, ""type"": ""object""}"
30500d11eb7d86df,vault,http://10.32.11.45:8000/mcp,http,active,,update_artifact_metadata,Updates the description for a specific artifact using S3 Object Tags.,,"{""additionalProperties"": false, ""properties"": {""access_key"": {""type"": ""string""}, ""description"": {""type"": ""string""}, ""bucket"": {""default"": ""agent-vault"", ""type"": ""string""}}, ""required"": [""access_key"", ""description""], ""type"": ""object""}"
